0,1
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:110"")",Find the resource with the given UID.
([ds6w:label]:(*21.2*)),"Find me all documents or products with a label containing ""21.2""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2010"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-10-10 16:26:05"") OR ([ds6w:modified]>""2016-10-19 11:20:01"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:2010"" that were created before October 10, 2016, 4:26 PM or after October 19, 2016, 11:20 AM."
"[ds6w:modified] >= ""2024-05-21T05:56:09Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 21, 2024, 5:56:09 AM, that are either Drive Files or Drive Folders."
"[ds6w:modified] >= ""2024-05-21T04:25:04Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 21, 2024, 4:25:04 AM, that are either Drive Files or Drive Folders."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:A7jnYtNqR26nlQeeR6nerg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-03-03 16:04:12"") OR ([ds6w:modified]>""2024-05-17 09:54:04"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:A7jnYtNqR26nlQeeR6nerg"" that were modified before March 3, 2021, 4:04:12 PM or after May 17, 2024, 9:54:04 AM."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:8WeTivZvT7Gm-Ie1_kaEGg"")",Find the resource with the given UID.
[ds6w:label]:(3DSone dashboard*),"Find me all documents with labels containing ""3DSone dashboard*""."
[ds6w:resourceUid]:(2a87f011-ccdb-4aff-bddc-5e42faae924d),Find the resource with UID 2a87f011-ccdb-4aff-bddc-5e42faae924d.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:BMg8tjGBQqWaOeDs3FyJrA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2020-01-10 16:32:49"") OR ([ds6w:modified]>""2020-02-12 23:52:21"")))","Find all posts, ideas, or questions in the community BMg8tjGBQqWaOeDs3FyJrA that were modified between January 10, 2020, 16:32:49 and February 12, 2020, 23:52:21."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2333"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2017-06-02 09:25:15"") OR ([ds6w:modified]>""2024-05-20 11:50:00"")))","Find all posts, ideas, or questions in the community 2333, created before June 2, 2017, or after May 20, 2024, and contained within the container UID swym:215dsi0708:DSEXT001:community:2333."
"[ds6w:modified] >= ""2024-05-21T03:59:56Z"" AND ([ds6w:type]:DriveFile OR [ds6w:type]:DriveFolder)","Find all documents modified on or after May 21, 2024, that are either Drive Files or Drive Folders."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:r1fYiOJvQLS0dLWo3R6yLQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-11-08 10:44:57"") OR ([ds6w:modified]>""2023-05-11 15:36:30"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:r1fYiOJvQLS0dLWo3R6yLQ"" that were modified before November 8, 2021, 10:44:57 or after May 11, 2023, 15:36:30."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1868"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-05-31 15:30:25"") OR ([ds6w:modified]>""2020-03-12 13:41:41"")))","Find all posts, ideas, or questions in the community 1868, created between May 31, 2016, and March 12, 2020, or modified before May 31, 2016, and modified after March 12, 2020, and contained in the container with UID swym:215dsi0708:DSEXT001:community:1868."
3DPart using WebServices,"""Find 3D parts using web services."""
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:v-0dU5X-TjeXXzDq7o-7wQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-04-04 00:47:23"") OR ([ds6w:modified]>""2024-05-17 04:45:32"")))","Find all posts, ideas, or questions from the community ""swym:215dsi0708:DSEXT001:community:v-0dU5X-TjeXXzDq7o-7wQ"" created before April 4, 2019, or after May 17, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:600"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2012-03-20 14:55:40"") OR ([ds6w:modified]>""2018-08-31 07:20:09"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:600"" that were created before March 20, 2012, 2:55:40 PM or after August 31, 2018, 7:20:09 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:496"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2011-10-05 15:13:21"") OR ([ds6w:modified]>""2024-05-10 13:00:35"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:496"" that were created before October 5, 2011, 3:13:21 PM or after May 10, 2024, 1:00:35 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:369"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2011-02-18 16:32:10"") OR ([ds6w:modified]>""2024-02-06 19:10:30"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:369"" that were created before February 18, 2011, or after February 6, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:btz5-VFLSZmvrdqkibP_-w"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-02-24 09:12:13"") OR ([ds6w:modified]>""2024-05-20 06:52:00"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:btz5-VFLSZmvrdqkibP_-w"" that were modified before February 24, 2021, 09:12:13 or after May 20, 2024, 06:52:00."
"[ds6w:resourceUid]:(""iam:plx1"" BOR ""iam:jdk"" BOR ""iam:cdx1"")","Find resources with resource UID iam:plx1, iam:jdk, or iam:cdx1."
"[ds6w:resourceUid]:(""iam:lyw"")",Find the resource with the UID iam:lyw.
[ds6w:label]:QA00000103135*,Find me all documents with label starting with QA00000103135.
[ds6w:resourceUid]:(cf2bf960-4df5-476c-b887-f5d60c927849 OR 6bb12a1a-5f85-4602-9bba-6a39d855fbb4 OR c61717d6-6bcf-40f4-aa2c-94cb9f509de7 OR da6ad6fa-47f7-479e-a3fc-6ed98ca94711 OR 799f4903-9018-4f14-a1ee-79e085c49563 OR e9183bf7-0886-4f64-81f8-9fadca0eae6f OR b8d747ca-e491-4329-87de-7ab8b4e978cf OR cc3b0214-e41c-4fd9-b9a7-543c3ef21cc4 OR 0e2c50da-4ba0-4179-baf2-3a111defec3e OR b6aa5ee6-0856-4960-97d0-b9c63a839c5f OR 58cd174a-3429-49ae-a3bd-059201cae36b OR fb275bc3-d5f3-49a9-83b7-cd8e19c41114 OR 887ff739-b140-4d0e-b49d-d3dc14d03602 OR 73af9ba1-ca0e-4e1f-bd02-5eb535a7452e OR 50c5c813-629d-4f48-826c-920ad798bb1d),"Find resources with UIDs cf2bf960-4df5-476c-b887-f5d60c927849, 6bb12a1a-5f85-4602-9bba-6a39d855fbb4, c61717d6-6bcf-40f4-aa2c-94cb9f509de7, da6ad6fa-47f7-479e-a3fc-6ed98ca94711, 799f4903-9018-4f14-a1ee-79e085c49563, e9183bf7-0886-4f64-81f8-9fadca0eae6f, b8d747ca-e491-4329-87de-7ab8b4e978cf, cc3b0214-e41c-4fd9-b9a7-543c3ef21cc4, 0e2c50da-4ba0-4179-baf2-3a111defec3e, b6aa5ee6-0856-4960-97d0-b9c63a839c5f, 58cd174a-3429-49ae-a3bd-059201cae36b, fb275bc3-d5f3-49a9-83b7-cd8e19c41114, 887ff739-b140-4d0e-b49d-d3dc14d03602, 73af9ba1-ca0e-4e1f-bd02-5eb535a7452e, 50c5c813-629d-4f48-826c-920ad798bb1d."""
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:2IPam871SAmqGZJoXAciGg"")",Find the resource with the given UID.
[ds6w:label]:281*,"Find documents with label containing ""281""."
"[ds6w:type]:(""pno:Person"" OR ""foaf:Group"") AND ((resourceid:(""iam:N/A"")) OR ([ds6w:resourceUid]:()))",Find me all persons or groups that are not assigned a resource ID or have an empty resource UID.
"[ds6w:resourceUid]:(""iam:cdr7"")",Find the resource with the UID iam:cdr7.
[ds6w:label]:(widget license*),"Find me all documents with labels containing ""widget"" or ""license""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:T9le3PfwQjiHpo0sLEXuHQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-07-10 07:28:54"") OR ([ds6w:modified]>""2024-05-16 12:38:04"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:T9le3PfwQjiHpo0sLEXuHQ"" that were modified before July 10, 2018, 07:28:54 or after May 16, 2024, 12:38:04."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:u2S3dR3bQH6Rcv6HN4dvaA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2018-05-14 13:36:57"") OR ([ds6w:modified]>""2023-10-12 15:04:44"")))","Find all posts, ideas, or questions from the community ""swym:215dsi0708:DSEXT001:community:u2S3dR3bQH6Rcv6HN4dvaA"" created before May 14, 2018, or after October 12, 2023."
"[ds6w:resourceUid]:(""<uuid:81449ba6-0ca7-45a3-b73b-21e6ad20f622>"")","""Retrieve the resource with the specified UUID."""
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:ya5ztMvaR3eev_U4_5p8EA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-04-01 10:46:12"") OR ([ds6w:modified]>""2024-05-20 05:37:24"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:ya5ztMvaR3eev_U4_5p8EA"" that were modified before April 1, 2021, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1988"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-11-22 11:53:08"") OR ([ds6w:modified]>""2021-05-04 12:26:11"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:1988"" that were created before November 22, 2016, 11:53:08 AM or after May 4, 2021, 12:26:11 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2078"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-12-20 15:41:29"") OR ([ds6w:modified]>""2020-12-11 11:06:44"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:2078"" that were created before December 20, 2016, 15:41:29 or after December 11, 2020, 11:06:44."
[ds6w:resourceUid]:(fb4410bc-e968-45df-82ea-663de05be145),Find the resource with the UID fb4410bc-e968-45df-82ea-663de05be145.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:mkybJQQ9Q06eue1cIzVqzA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-10-08 14:54:34"") OR ([ds6w:modified]>""2023-07-07 07:46:13"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:mkybJQQ9Q06eue1cIzVqzA"" that were modified between October 8, 2021, 2:54:34 PM and July 7, 2023, 7:46:13 AM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2502"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2017-10-20 15:27:16"") OR ([ds6w:modified]>""2020-08-25 08:17:55"")))","Find all posts, ideas, or questions in the community 2502, created between October 20, 2017, and August 25, 2020, that are contained in the container with UID swym:215dsi0708:DSEXT001:community:2502."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:2117"")",Find the resource with the given UID.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:OCM2T1tATfW-bC1VTxH_ww"")",Find the resource with the given UID.
Sagar s*,"Find me all documents or products that start with ""Sagar s""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:266"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2010-07-17 00:51:28"") OR ([ds6w:modified]>""2024-05-20 22:41:16"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:266"" that were created before July 17, 2010, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:247"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2011-09-02 12:19:40"") OR ([ds6w:modified]>""2024-05-13 16:30:53"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:247"" that were created before September 2, 2011, 12:19:40 PM or after May 13, 2024, 4:30:53 PM."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1809"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-04-06 07:11:08"") OR ([ds6w:modified]>""2024-05-17 02:31:05"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:1809"" that were created before April 6, 2016, or after May 17, 2024."
"(ITAM) AND ([ds6w:responsible]:(""Clifford MEDLING"" OR ""Jim GEARY"" OR ""Jyothirmai MENTA"" OR ""Kristen WILSON"" OR ""Laura MANN"" OR ""Marine GEBHARTH"" OR ""Matthew HALL"" OR ""Paul GRANADA"" OR ""Robert OLIVER""))","Find me all documents responsible by Clifford MEDLING, Jim GEARY, Jyothirmai MENTA, Kristen WILSON, Laura MANN, Marine GEBHARTH, Matthew HALL, Paul GRANADA, or Robert OLIVER."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:jKG4TXh_SGuoCVYDQmV6mg"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:RFwgKqSzQIGZDBHeZbKBlA"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-06-09 08:32:43"") OR ([ds6w:modified]>""2024-05-20 14:05:47"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:RFwgKqSzQIGZDBHeZbKBlA"" that were modified before June 9, 2021, or after May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:JiS8AnfvQZ6WCeh8rmVIYw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-09-10 00:46:43"") OR ([ds6w:modified]>""2024-05-15 06:46:59"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:JiS8AnfvQZ6WCeh8rmVIYw"" created before September 10, 2019, or after May 15, 2024."
https://dsext001-eu1-215dsi0708-ifwe.3dexperience.3ds.com/#dashboard:39b5bcfb-31d5-4301-a844-1b3f09e6c00c/tabId:9mliimCA2517ywG-sGbt,"Please provide the UQL query, and I'll generate the natural language equivalent."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:597"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2012-07-06 15:07:17"") OR ([ds6w:modified]>""2020-11-23 03:49:58"")))","Find all posts, ideas, or questions in the community 597, created between July 6, 2012, and November 23, 2020, that are modified before July 6, 2012, or after November 23, 2020."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:Uq4NlaTKTBSpgymy9CqmHg"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:909"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2015-03-05 16:24:32"") OR ([ds6w:modified]>""2023-11-02 15:32:03"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:909"" that were created before March 5, 2015, or after November 2, 2023."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:R66UrXFsT4iAioO0UeSXow"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-09-09 08:49:24"") OR ([ds6w:modified]>""2024-05-21 07:14:22"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:R66UrXFsT4iAioO0UeSXow"" that were modified before September 9, 2021, 8:49:24 AM or after May 21, 2024, 7:14:22 AM."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:tYjsqx-mRNuwLvR14MBP-g"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:974"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2013-02-07 15:43:55"") OR ([ds6w:modified]>""2024-05-17 22:39:09"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:974"" that were created before February 7, 2013, or after May 17, 2024."
[ds6w:label]:mkm*,"Find me all documents with labels starting with ""mkm""."
[ds6w:label]:runyour*,"Find me all documents with labels containing ""runyour""."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:f82CvYwbQxmTgM0ChYM2Hw"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-08-05 13:47:11"") OR ([ds6w:modified]>""2024-05-20 10:12:02"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:f82CvYwbQxmTgM0ChYM2Hw"" that were created before August 5, 2019, 13:47:11 or after May 20, 2024, 10:12:02."
partsup,"""Find me all parts."""
context_name:benchmak*,Find me all benchmak* products.
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:441"")",Find the resource with the given UID.
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:xpEh_cXSQFWgLdghP9j9DQ"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-08-14 10:45:43"") OR ([ds6w:modified]>""2024-05-20 20:54:32"")))","Find all posts, ideas, or questions in the community xpEh_cXSQFWgLdghP9j9DQ, created between August 14, 2019, and May 20, 2024."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:jo4RTGN1Rp6vL0KIAvIRkg"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-10-12 09:54:29"") OR ([ds6w:modified]>""2022-07-13 13:24:52"")))","Find all posts, ideas, or questions in the community ""swym:215dsi0708:DSEXT001:community:jo4RTGN1Rp6vL0KIAvIRkg"" that were modified between October 12, 2021, and July 13, 2022."
"[ds6w:resourceUid]: (""swym:215dsi0708:DSEXT001:community:41sq5yOlSBmAUzk2i8Wzaw"")",Find the resource with the given UID.
intel parallel studio,"""Search for the literal"
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:2311"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2019-09-12 13:30:04"") OR ([ds6w:modified]>""2024-05-21 07:48:12"")))","Find all posts, ideas, or questions in the community 2311, created between September 12, 2019, and May 21, 2024, that are contained in the container with UID swym:215dsi0708:DSEXT001:community:2311."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:1890"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2016-06-21 18:32:29"") OR ([ds6w:modified]>""2024-05-20 12:38:37"")))","Find all posts, ideas, or questions in the community 1890, created between 2016-06-21 18:32:29 and 2024-05-20 12:38:37, or modified before 2016-06-21 18:32:29 or after 2024-05-20 12:38:37."
"(([ds6w:containerUid]:""swym:215dsi0708:DSEXT001:community:S1ziP6qsTAixq8ayv8YQ-g"" ([ds6w:type]:(""swym:Post"" OR ""swym:Idea"" OR ""swym:Question"") OR ([ds6w:type]:""swym:WikitreePage"" wiki_visibility:1))) (([ds6w:modified]<""2021-09-16 05:57:22"") OR ([ds6w:modified]>""2024-05-21 03:30:12"")))","Find all posts, ideas, or questions in the community S1ziP6qsTAixq8ayv8YQ-g, created before September 16, 2021, 5:57:22 AM, or after May 21, 2024, 3:30:12 AM."
